,chrom,tss,gene_id,tpm
464,chr1,222713210,ENSG00000186063,26.9575754901147
467,chr9,131096476,ENSG00000126878,0.248456916959583
471,chr6,143060496,ENSG00000146416,21.4915233170039
484,chr1,65147549,ENSG00000162433,34.4112829989023
486,chr5,69370013,ENSG00000085231,13.5409019742973
489,chr9,132878777,ENSG00000165695,0.372685375439374
495,chr6,151239967,ENSG00000131016,101.743107494949
498,chrX,1591604,ENSG00000197976,7.57793596726728
501,chr14,32329298,ENSG00000151320,1.11805612631812
504,chr19,15419141,ENSG00000011243,18.3858118550091
506,chr11,8911139,ENSG00000166452,21.1188379415646
508,chr6,87702233,ENSG00000135334,21.4915233170039
511,chr1,45550543,ENSG00000117448,67.4560529545267
512,chr7,134459284,ENSG00000085662,58.387375485502
515,chr10,4963253,ENSG00000187134,183.982347008572
516,chr10,5018031,ENSG00000151632,54.1636078971891
517,chr10,5035354,ENSG00000196139,39.1319644211343
530,chr4,73397114,ENSG00000163631,0.248456916959583
531,chr3,105366909,ENSG00000170017,261.500905099961
533,chr9,73080442,ENSG00000165092,227.213850559538
535,chr15,100877714,ENSG00000184254,36.1504814176193
536,chr9,38392702,ENSG00000137124,22.1126656094029
537,chr3,126197994,ENSG00000144908,0.124228458479791
541,chr17,19748943,ENSG00000108602,0.124228458479791
543,chr11,68008578,ENSG00000006534,22.8580363602816
544,chr11,67681224,ENSG00000132746,0.0
556,chr16,5033702,ENSG00000033011,23.230721735721
567,chr1,63367575,ENSG00000088035,8.19907825966623
580,chr19,6372794,ENSG00000125652,20.6219241076453
581,chr11,107565742,ENSG00000137760,2.98148300351499
584,chr17,6996049,ENSG00000108839,0.0
586,chr17,4642294,ENSG00000161905,0.0
590,chr10,45374176,ENSG00000012779,0.0
592,chr17,8119047,ENSG00000179148,0.0
594,chr2,232456125,ENSG00000163295,0.0
598,chr1,21509397,ENSG00000162551,86.8356924773742
603,chr1,110070672,ENSG00000156150,0.0
607,chr4,70592256,ENSG00000178522,0.0
610,chr6,110874770,ENSG00000123505,93.9167146107224
611,chr12,95943331,ENSG00000139344,0.124228458479791
613,chrX,64205708,ENSG00000184675,0.745370750878748
614,chr13,25172288,ENSG00000165566,0.0
616,chr16,56425545,ENSG00000159461,20.1250102737262
623,chr14,102922663,ENSG00000166126,0.0
624,chr12,31729121,ENSG00000151743,3.22993992047457
634,chr7,2679522,ENSG00000174945,0.0
643,chr4,25377263,ENSG00000053900,10.8078758877419
644,chr12,121399896,ENSG00000089053,69.1952513732438
645,chr12,110403730,ENSG00000196510,22.3611225263625
647,chr1,213015867,ENSG00000174606,9.81404821990352
648,chr8,107498055,ENSG00000154188,20.6219241076454
651,chr1,178871077,ENSG00000116194,3.35416837895437
652,chr9,127122635,ENSG00000136859,4.72068142223207
654,chr19,8363289,ENSG00000167772,302.247839481333
675,chr10,90921087,ENSG00000148677,934.94337851891
677,chr18,9136228,ENSG00000101745,15.1558719345346
683,chr4,73258798,ENSG00000132466,34.1628260819426
691,chr10,27100494,ENSG00000107890,4.72068142223207
709,chr2,95991831,ENSG00000174501,0.621142292398957
710,chr4,185396021,ENSG00000186352,4.96913833919166
715,chr2,197311173,ENSG00000065413,2.60879762807562
721,chr2,70978380,ENSG00000144031,0.248456916959583
722,chr22,37849327,ENSG00000100124,12.4228458479791
724,chr6,89433152,ENSG00000135299,1.24228458479791
730,chr7,118214669,ENSG00000106013,0.745370750878748
738,chr11,69985907,ENSG00000131620,0.124228458479791
742,chr12,100717526,ENSG00000151572,8.94444901054497
746,chr1,16228027,ENSG00000237276,0.248456916959583
749,chrX,8732137,ENSG00000011201,0.248456916959583
757,chr2,69013176,ENSG00000169604,184.230803925531
760,chr9,73151865,ENSG00000135046,864.754299477828
763,chr8,123737402,ENSG00000104537,0.0
770,chr4,121696995,ENSG00000164111,2043.80659890953
773,chr10,47484158,ENSG00000265190,0.0
777,chr7,150824627,ENSG00000002726,0.124228458479791
780,chr9,94726604,ENSG00000148120,49.442926474957
781,chr2,200586014,ENSG00000138356,72.0525059182791
782,chr2,200678233,ENSG00000244301,0.0
786,chr16,71809201,ENSG00000166747,54.0393794387093
788,chr19,16197854,ENSG00000072958,64.5987984094915
790,chr7,101154456,ENSG00000106367,79.6304418855463
798,chr5,78294762,ENSG00000132842,47.4552711392803
806,chr15,50908672,ENSG00000081014,8.44753517662581
808,chr14,31025106,ENSG00000100478,0.993827667838331
812,chr7,4775615,ENSG00000242802,21.3672948585241
817,chr10,26438341,ENSG00000077420,6.45987984094915
818,chr4,41216714,ENSG00000163697,41.4923051322503
820,chr19,1446302,ENSG00000115266,0.0
831,chrX,129654956,ENSG00000171388,1.24228458479791
835,chr11,116837622,ENSG00000118137,0.124228458479791
839,chr2,21044073,ENSG00000084674,0.0
844,chr22,39014257,ENSG00000244509,44.1011027603259
846,chr22,39040604,ENSG00000128394,2.60879762807562
847,chr22,39077067,ENSG00000239713,1.24228458479791
852,chr19,44946035,ENSG00000234906,0.124228458479791
853,chr11,116829706,ENSG00000110245,0.124228458479791
859,chr22,36253071,ENSG00000100342,14.286272725176
860,chr22,36239954,ENSG00000128335,39.8773351720131
864,chr12,12725917,ENSG00000178878,0.496913833919165
868,chr21,26171128,ENSG00000142192,264.855073478915
869,chr21,26170871,ENSG00000273492,0.0
871,chr12,105236203,ENSG00000136044,24.7214632374785
886,chr9,33402682,ENSG00000165269,0.0
887,chr9,63333091,ENSG00000186466,0.0
902,chr3,57598220,ENSG00000168374,813.696403042635
903,chr3,57597531,ENSG00000272146,0.124228458479791
904,chr9,134078904,ENSG00000271525,3.10571146199479
905,chr7,127588386,ENSG00000004059,48.3248703486389
909,chr8,67343781,ENSG00000066777,15.9012426854133
911,chr6,138161939,ENSG00000112379,0.372685375439374
912,chr4,152779937,ENSG00000164144,21.6157517754837
913,chr11,6481479,ENSG00000132254,38.6350505872152
914,chr20,63708025,ENSG00000101246,8.57176363510561
916,chr14,67619920,ENSG00000081181,0.372685375439374
923,chr10,31928876,ENSG00000165322,15.1558719345345
924,chr16,25015666,ENSG00000140750,17.3919841871708
945,chr8,144685846,ENSG00000147799,0.993827667838331
947,chr20,38601809,ENSG00000124143,0.0
950,chr19,1065923,ENSG00000180448,0.0
959,chr8,1823926,ENSG00000104728,4.96913833919165
962,chr11,120336413,ENSG00000196914,28.9452308257914
963,chr17,8310241,ENSG00000198844,0.0
964,chr1,3454665,ENSG00000130762,0.0
965,chr11,73308276,ENSG00000110237,8.82022055206519
978,chr9,35675866,ENSG00000137135,0.621142292398957
984,chrX,63809274,ENSG00000131089,1.73919841871708
986,chr6,156776020,ENSG00000049618,8.07484980118644
987,chr12,45729706,ENSG00000189079,2.98148300351499
1000,chr11,30323104,ENSG00000152219,19.3796395228475
1005,chr10,102714397,ENSG00000138175,32.0509422877862
1006,chr7,12686856,ENSG00000122644,16.7708418947719
1007,chr2,234497081,ENSG00000188042,1.73919841871708
1008,chr17,43398993,ENSG00000175906,13.7893588912568
1013,chr12,122980060,ENSG00000182196,76.1520450481122
1017,chr3,5122249,ENSG00000134108,73.0463335861174
1021,chr7,103074881,ENSG00000170632,33.5416837895437
1026,chr16,31458080,ENSG00000140691,3.85108221287353
1029,chr3,138187248,ENSG00000114098,34.9081968328214
1031,chrX,101550547,ENSG00000126947,43.1072750924876
1033,chrX,101622797,ENSG00000102401,97.2708829896767
1035,chrX,102599168,ENSG00000125962,0.248456916959583
1042,chr15,80404350,ENSG00000172379,0.621142292398956
1045,chr2,218217141,ENSG00000163466,307.962348571403
1056,chr19,18001132,ENSG00000105643,5.7145090900704
1059,chr15,97960703,ENSG00000140450,11.92593201406
1060,chr19,4902896,ENSG00000205784,0.0
1061,chr22,50628173,ENSG00000100299,18.0131264795698
1063,chrX,2929349,ENSG00000006756,5.09336679767145
1066,chr4,113979727,ENSG00000180801,66.5864537451682
1069,chr11,3645128,ENSG00000129744,0.0
1077,chr8,18084998,ENSG00000104763,98.3889391159948
1078,chr10,50279720,ENSG00000188611,0.0
1082,chr1,23484568,ENSG00000088280,1.4907415017575
1089,chr17,44170447,ENSG00000161664,0.0
1094,chr4,176277571,ENSG00000164122,334.174553310639
1097,chr12,48181213,ENSG00000177981,16.8950703532517
1098,chrX,15270467,ENSG00000102048,0.0
1100,chr10,72217134,ENSG00000138303,10.5594189707823
1101,chr22,29838304,ENSG00000100325,21.1188379415645
1102,chr6,100881372,ENSG00000112249,54.163607897189
1110,chr17,7115700,ENSG00000161944,0.0
1111,chr1,155563162,ENSG00000116539,2.23611225263625
1112,chr1,155562026,ENSG00000235919,2.60879762807562
1119,chr7,66075800,ENSG00000126522,21.1188379415645
1121,chrX,1453762,ENSG00000169093,12.1743889310196
1124,chr19,50514690,ENSG00000204653,0.0
1125,chr14,104085686,ENSG00000166183,0.0
1129,chr9,92482506,ENSG00000106819,13.5409019742973
1132,chr11,62337448,ENSG00000162174,0.124228458479791
1134,chr3,131027649,ENSG00000034533,2.36034071111604
1135,chr1,177164973,ENSG00000152092,0.124228458479791
1140,chr7,117428123,ENSG00000154438,0.0
1150,chr12,50763710,ENSG00000123268,21.7399802339635
1153,chr22,39519695,ENSG00000128272,152.304090096224
1159,chr16,10326434,ENSG00000166669,2.36034071111604
1165,chr2,233210051,ENSG00000085978,13.9135873497367
1173,chr19,10543895,ENSG00000130734,9.31713438598436
1181,chr11,63671921,ENSG00000184743,106.9607027511
1183,chr16,81035842,ENSG00000166454,8.94444901054498
1187,chr2,85751344,ENSG00000168874,42.4861328000887
1190,chr5,160852214,ENSG00000118322,0.0
1192,chr13,112690038,ENSG00000068650,6.83256521638853
1193,chr13,112754693,ENSG00000232684,0.0
1198,chr1,17011928,ENSG00000159363,30.9328861614681
1199,chr3,194498364,ENSG00000133657,81.6180972212229
1200,chr3,193593111,ENSG00000127249,0.0
1202,chr1,116372668,ENSG00000163399,38.5108221287354
1205,chr19,41997497,ENSG00000105409,0.248456916959583
1218,chr3,10708007,ENSG00000157087,0.0
1223,chr19,35563658,ENSG00000105675,0.0
1228,chr19,1241746,ENSG00000099624,229.698419729134
1229,chr20,59032345,ENSG00000124172,439.520286101502
1230,chr1,28236109,ENSG00000130770,299.887498770216
1237,chr2,175181710,ENSG00000154518,141.620442666963
1243,chr14,103928269,ENSG00000156411,142.241584959362
1250,chr21,25735673,ENSG00000154723,180.503950171137
1253,chr5,82279462,ENSG00000205464,1.86342687719687
1257,chr7,138799560,ENSG00000105929,0.0
1263,chr8,85987323,ENSG00000147614,0.0
1264,chr5,172983771,ENSG00000113732,548.220187271319
1265,chr7,149872968,ENSG00000171130,23.1064932772412
1267,chr2,70935900,ENSG00000116039,0.0
1268,chr8,20197381,ENSG00000147416,57.1450909007041
1271,chr22,17628749,ENSG00000131100,143.856554919598
1275,chr9,114587706,ENSG00000136888,238.27018336424
1276,chr6,31548427,ENSG00000213760,0.124228458479791
1280,chr13,25371974,ENSG00000132932,0.0
1288,chr5,10249897,ENSG00000150756,6.08719446550978
1295,chr22,45671798,ENSG00000130638,96.0285984048787
1296,chr12,111599676,ENSG00000204842,22.9822648187614
1299,chr1,109483479,ENSG00000162650,1.36651304327771
1307,chr1,1375207,ENSG00000175756,80.2515841779453
1311,chr15,34075155,ENSG00000169857,24.8456916959583
1328,chr2,167293001,ENSG00000172318,0.86959920935854
1329,chr2,167941180,ENSG00000235335,0.0
1330,chr1,193186613,ENSG00000162630,9.81404821990352
1331,chr6,33277123,ENSG00000235863,0.372685375439374
1336,chr11,62622154,ENSG00000149541,24.2245494035593
1339,chr19,17794828,ENSG00000179913,0.0
1345,chr16,67150998,ENSG00000237172,15.9012426854133
1350,chr11,369499,ENSG00000182272,0.248456916959583
1351,chr9,33167356,ENSG00000086062,151.310262428386
1352,chr9,33166948,ENSG00000233554,0.0
1354,chr1,161177968,ENSG00000158850,17.88889802109
1360,chr17,19378193,ENSG00000108641,9.44136284446414
1361,chr19,41364165,ENSG00000123810,2.60879762807562
1364,chr8,103141520,ENSG00000236939,0.0
1366,chr19,17267376,ENSG00000105393,70.5617644165215
1376,chr17,81395457,ENSG00000266074,1.86342687719687
1378,chr17,81035122,ENSG00000175866,14.0378158082165
1379,chr17,81034881,ENSG00000226137,0.248456916959582
1380,chr7,98401090,ENSG00000006453,1.36651304327771
1381,chr22,38111015,ENSG00000128298,16.646613436292
1386,chr2,230725403,ENSG00000237758,1.98765533567666
1387,chr20,17693672,ENSG00000125888,0.0
1388,chr4,101411286,ENSG00000153064,0.124228458479791
1393,chr1,90717302,ENSG00000143032,0.0
1399,chr11,64997018,ENSG00000168062,0.248456916959583
1400,chr1,212699840,ENSG00000123685,0.0
1402,chr14,34875647,ENSG00000198604,13.7893588912568
1404,chr7,73522293,ENSG00000009954,15.0316434760548
1405,chr12,56636816,ENSG00000076108,25.3426055298775
1409,chr9,128160265,ENSG00000171159,74.9097604633142
1423,chrX,153724565,ENSG00000185825,55.0332071065476
1429,chr1,114581629,ENSG00000116752,42.7345897170483
1430,chr11,83132056,ENSG00000255051,0.0
1433,chr12,24949101,ENSG00000060982,55.2816640235072
1438,chr3,165837462,ENSG00000114200,5.21759525615124
1439,chr19,41397808,ENSG00000248098,15.7770142269335
1441,chr16,31106107,ENSG00000103507,49.0702410995176
1444,chr14,99272197,ENSG00000127152,0.0
1449,chr2,111119378,ENSG00000153094,1.24228458479791
1453,chr19,44747705,ENSG00000069399,20.1250102737262
1457,chr7,73557690,ENSG00000106635,18.5100403134889
1461,chr6,136289851,ENSG00000029363,61.9900007814159
1462,chr16,81238689,ENSG00000135697,0.0
1467,chr2,218658764,ENSG00000074582,9.19290592750456
1468,chr3,197573323,ENSG00000161267,0.745370750878748
1471,chr14,96256210,ENSG00000100739,7.20525059182791
1474,chr11,27506830,ENSG00000245573,2.98148300351499
1479,chrX,18220886,ENSG00000177324,0.0
1490,chr7,94004382,ENSG00000105829,47.9521849731994
1493,chrX,103376395,ENSG00000166681,187.709200762965
1502,chrX,153494980,ENSG00000182492,40.3742490059322
1507,chr3,4979437,ENSG00000134107,25.2183770713977
1508,chr3,4980414,ENSG00000235831,0.0
1512,chr10,58512872,ENSG00000122870,24.9699201544381
1514,chr9,92764833,ENSG00000185963,7.82639288422686
1515,chr12,119989236,ENSG00000135127,0.124228458479791
1516,chr16,3036944,ENSG00000162069,0.0
1520,chr22,43110750,ENSG00000100290,0.0
1521,chr2,127107288,ENSG00000136717,31.5540284538671
1526,chr11,102317484,ENSG00000023445,6.33565138246936
1528,chr2,32357023,ENSG00000115760,33.5416837895437
1540,chr19,45178784,ENSG00000189114,8.82022055206519
1542,chr15,45587214,ENSG00000104164,38.2623652117758
1543,chr7,43758680,ENSG00000106605,20.8703810246049
1546,chr15,40108892,ENSG00000104081,1.3665130432777
1548,chr8,22165140,ENSG00000168487,25.7152909053168
1555,chr6,7726099,ENSG00000153162,16.7708418947718
1556,chr20,57266641,ENSG00000101144,0.0
1557,chr20,57214872,ENSG00000235032,0.0
1559,chr1,39788865,ENSG00000116985,0.0
1567,chr15,83284664,ENSG00000169594,3.85108221287353
1571,chr15,59689339,ENSG00000140299,55.1574355650274
1572,chr10,131981967,ENSG00000176171,48.6975557240783
1577,chr3,113211003,ENSG00000144857,1.98765533567666
1581,chr2,241551424,ENSG00000176720,24.3487778620391
1582,chr1,149887890,ENSG00000178096,9.56559130294395
1584,chr18,832238,ENSG00000266575,2.48456916959583
1587,chr12,12357078,ENSG00000165714,6.33565138246936
1590,chr7,134646811,ENSG00000172331,22.609579443322
1593,chr20,33235995,ENSG00000198183,0.0
1595,chr20,33217310,ENSG00000131059,0.0
1597,chr20,33007704,ENSG00000078898,0.0
1600,chr20,33031648,ENSG00000167104,0.0
1601,chr22,32464484,ENSG00000184459,0.0
1603,chr8,56993867,ENSG00000104331,79.6304418855463
1614,chr3,160100850,ENSG00000184100,0.124228458479791
1618,chr12,124993645,ENSG00000184992,6.33565138246936
1629,chr1,222712553,ENSG00000162819,38.0139082948162
1630,chr3,9731729,ENSG00000156983,4.72068142223207
1639,chr1,32394731,ENSG00000160058,18.7584972304485
1644,chr4,15703065,ENSG00000109743,8.19907825966623
1645,chr19,17405630,ENSG00000130303,2.23611225263624
1646,chr11,122981834,ENSG00000188909,0.0
1648,chr15,83067252,ENSG00000064726,34.6597399158618
1662,chr5,73498408,ENSG00000145741,525.734836286477
1667,chr1,203305491,ENSG00000159388,12.0501604725398
1672,chr6,26500303,ENSG00000124557,0.0
1681,chr10,101354033,ENSG00000166167,7.57793596726728
1686,chr6,105137157,ENSG00000112276,5.96296600702999
1688,chr6,41921499,ENSG00000112578,28.9452308257914
1690,chr2,200812170,ENSG00000230408,0.0
1691,chr3,172427089,ENSG00000236686,1.24228458479791
1693,chr10,71737824,ENSG00000214688,0.0
1700,chr10,116670264,ENSG00000165863,0.0
1705,chr11,8933006,ENSG00000176029,0.0
1718,chr11,43942637,ENSG00000187479,3.72685375439375
1724,chr12,103495978,ENSG00000179088,0.0
1725,chr12,121016502,ENSG00000157895,7.45370750878748
1728,chr12,64390758,ENSG00000185306,0.248456916959582
1731,chr12,110073636,ENSG00000174456,5.09336679767145
1739,chr14,60515543,ENSG00000179008,0.0
1741,chr15,75195643,ENSG00000167173,7.2052505918279
1746,chr16,29745990,ENSG00000185905,0.0
1748,chr16,49373804,ENSG00000166152,0.0
1754,chr16,87317420,ENSG00000260456,2.73302608655541
1755,chr16,4556340,ENSG00000205832,0.0
1756,chr17,6651762,ENSG00000256806,0.869599209358539
1757,chr17,4899418,ENSG00000205710,0.124228458479791
1767,chr18,46173553,ENSG00000152242,9.44136284446414
1774,chr19,38304164,ENSG00000167644,3.85108221287354
1776,chr19,40348527,ENSG00000160392,8.19907825966623
1782,chr19,55464751,ENSG00000283567,0.0
1784,chr7,7156934,ENSG00000106392,63.4807422831734
1787,chr12,69284397,ENSG00000257818,0.0
1796,chr17,79022814,ENSG00000173918,14.286272725176
1798,chr1,1246722,ENSG00000184163,0.0
1806,chr13,24307166,ENSG00000240654,0.0
1807,chr12,7092540,ENSG00000159403,36.5231667930587
1810,chr12,6988259,ENSG00000182326,20.7461525661251
1817,chr1,37806979,ENSG00000197982,29.0694592842712
1818,chr1,67231853,ENSG00000203963,0.0
1834,chr1,197902630,ENSG00000203724,10.3109620538227
1840,chr20,2814987,ENSG00000258713,0.0
1842,chr20,35529652,ENSG00000125975,0.0
1844,chr20,58150902,ENSG00000124237,0.0
1845,chr20,290778,ENSG00000196476,2.23611225263625
1846,chr21,46323875,ENSG00000160298,1.73919841871708
1848,chr21,32772100,ENSG00000205930,0.372685375439374
1849,chr21,17819386,ENSG00000154642,7.57793596726728
1852,chr21,41954018,ENSG00000157617,11.8017035555802
1856,chr19,409147,ENSG00000183186,0.0
1859,chr2,201619178,ENSG00000155754,1.61496996023729
1875,chr19,6730562,ENSG00000125730,24.8456916959583
1876,chr12,8066359,ENSG00000171860,0.0
1882,chr3,88149959,ENSG00000179021,19.1311826058879
1883,chr3,112086335,ENSG00000114529,2.11188379415645
1890,chr4,119304445,ENSG00000164096,247.463089291745
1892,chr4,86892422,ENSG00000163633,0.0
1894,chr4,158672255,ENSG00000205208,8.44753517662582
1900,chr5,133968674,ENSG00000113583,100.749279827111
1904,chr5,147906538,ENSG00000178776,8.57176363510561
1905,chr5,173973779,ENSG00000185056,0.0
1908,chr5,61610424,ENSG00000178722,0.0
1910,chr5,56606232,ENSG00000225940,0.0
1912,chr6,42142620,ENSG00000188112,1.24228458479791
1920,chr6,24720825,ENSG00000112308,141.868899583922
1924,chr7,25180356,ENSG00000153790,0.621142292398957
1927,chr7,48035511,ENSG00000164746,0.0
1931,chr8,145052465,ENSG00000182307,28.8210023673116
1932,chr8,68330955,ENSG00000165084,2.98148300351499
1935,chr8,22599599,ENSG00000241852,2.8572545450352
1937,chr8,123241377,ENSG00000189376,9.68981976142373
1939,chr8,90985238,ENSG00000253250,2.23611225263625
1943,chr9,86259657,ENSG00000187753,0.0
1951,chr9,71911510,ENSG00000155621,14.907415017575
1953,chr17,52160017,ENSG00000154975,0.0
1955,chr15,63381846,ENSG00000074410,32.5478561217053
1956,chr1,150257251,ENSG00000118298,0.0
1961,chr1,8945867,ENSG00000131686,0.0
1965,chr9,26892803,ENSG00000120159,12.7955312234185
1966,chr2,230712842,ENSG00000135932,18.5100403134889
1970,chr18,23134564,ENSG00000134508,2.48456916959583
1973,chr11,67524517,ENSG00000167791,0.0
1974,chr11,67452406,ENSG00000175544,1.11805612631812
1975,chr19,48044079,ENSG00000105507,0.0
1978,chr9,133459965,ENSG00000160325,3.10571146199478
1980,chr19,13633025,ENSG00000141837,2.8572545450352
1983,chr12,2691200,ENSG00000246627,0.0
1989,chr1,201112451,ENSG00000081248,0.124228458479791
1994,chr12,1918666,ENSG00000151062,0.0
1998,chr2,152099167,ENSG00000182389,2.60879762807562
